id,time_stamp,latitude,longitude,course,speed,altitude,comment,time_received,delay
Rider-345,15:01:49,52.0355,7.388,251,179.644,3203.448,0,2025-Jun-09 12:39:48,0.111843824
Rider-346,15:01:50,52.03533333,7.387333333,251,179.644,3208.3248,0,2025-Jun-09 12:39:48,0.110967398
Rider-347,15:01:51,52.03516667,7.386666667,252,179.644,3212.2872,0,2025-Jun-09 12:39:48,0.110998631
Rider-348,15:01:52,52.035,7.385833333,252,181.496,3217.4688,0,2025-Jun-09 12:39:48,0.111265659
Rider-349,15:01:53,52.03483333,7.385166667,252,181.496,3222.3456,0,2025-Jun-09 12:39:48,0.111298323
Rider-350,15:01:54,52.03483333,7.3845,252,181.496,3227.5272,0,2025-Jun-09 12:39:48,0.111687183
Rider-351,15:01:55,52.03466667,7.383833333,252,181.496,3231.4896,0,2025-Jun-09 12:39:48,0.11044836
Rider-352,15:01:56,52.0345,7.383,252,183.348,3236.3664,0,2025-Jun-09 12:39:49,0.111514568
Rider-353,15:01:57,52.03433333,7.382333333,252,183.348,3241.548,0,2025-Jun-09 12:39:49,0.111742735
Rider-354,15:01:58,52.03416667,7.381666667,252,183.348,3245.5104,0,2025-Jun-09 12:39:49,0.110935211
Rider-355,15:01:59,52.034,7.381,252,183.348,3250.3872,0,2025-Jun-09 12:39:49,0.111082077
Rider-356,15:02:00,52.034,7.380166667,252,183.348,3255.264,0,2025-Jun-09 12:39:49,0.111595392
Rider-357,15:02:01,52.03383333,7.3795,252,185.2,3259.5312,0,2025-Jun-09 12:39:49,0.11101985
Rider-358,15:02:02,52.03366667,7.378833333,252,185.2,3264.408,0,2025-Jun-09 12:39:49,0.111768246
Rider-359,15:02:03,52.0335,7.378,252,185.2,3268.3704,0,2025-Jun-09 12:39:49,0.111616373
Rider-360,15:02:04,52.03333333,7.377333333,252,185.2,3273.552,0,2025-Jun-09 12:39:49,0.110254288
Rider-361,15:02:05,52.03316667,7.376666667,252,187.052,3277.5144,0,2025-Jun-09 12:39:50,0.112405539
Rider-362,15:02:06,52.03316667,7.375833333,252,187.052,3281.4768,0,2025-Jun-09 12:39:50,0.111492157
Rider-363,15:02:07,52.033,7.375166667,252,187.052,3286.3536,0,2025-Jun-09 12:39:50,0.111547232
Rider-364,15:02:08,52.03283333,7.3745,252,187.052,3290.316,0,2025-Jun-09 12:39:50,0.109981537
Rider-365,15:02:09,52.03266667,7.373666667,253,187.052,3295.4976,0,2025-Jun-09 12:39:50,0.112119436
Rider-366,15:02:10,52.0325,7.373,253,187.052,3299.46,0,2025-Jun-09 12:39:50,0.111173868
Rider-367,15:02:11,52.0325,7.372333333,253,188.904,3304.3368,0,2025-Jun-09 12:39:50,0.110825539
Rider-368,15:02:13,52.03233333,7.3715,253,188.904,3308.2992,0,2025-Jun-09 12:39:50,0
Rider-369,15:02:13,52.03216667,7.370833333,253,188.904,3313.4808,0,2025-Jun-09 12:39:51,1.126280785
Rider-370,15:02:14,52.032,7.37,253,188.904,3317.4432,0,2025-Jun-09 12:39:51,0.111359596
Rider-371,15:02:15,52.03183333,7.369333333,253,188.904,3322.32,0,2025-Jun-09 12:39:52,0.110920191
Rider-372,15:02:16,52.03166667,7.368666667,253,188.904,3326.2824,0,2025-Jun-09 12:39:52,0.111540318
Rider-373,15:02:17,52.03166667,7.367833333,253,188.904,3331.464,0,2025-Jun-09 12:39:52,0.111634731
Rider-374,15:02:18,52.0315,7.367166667,253,188.904,3336.3408,0,2025-Jun-09 12:39:52,0.111141682
Rider-375,15:02:19,52.03133333,7.366333333,253,188.904,3341.5224,0,2025-Jun-09 12:39:52,0.111910105
Rider-376,15:02:20,52.03116667,7.365666667,253,188.904,3345.4848,0,2025-Jun-09 12:39:52,0.110976934
Rider-377,15:02:21,52.031,7.364833333,253,188.904,3350.3616,0,2025-Jun-09 12:39:52,0.11102438
Rider-378,15:02:22,52.031,7.364166667,253,188.904,3355.5432,0,2025-Jun-09 12:39:52,0.111288548
Rider-379,15:02:23,52.03083333,7.3635,253,188.904,3360.42,0,2025-Jun-09 12:39:52,0.110722542
Rider-380,15:02:24,52.03066667,7.362666667,253,188.904,3365.2968,0,2025-Jun-09 12:39:53,0.111510515
Rider-381,15:02:25,52.0305,7.362,253,188.904,3369.564,0,2025-Jun-09 12:39:53,0.110249281
Rider-382,15:02:26,52.03033333,7.361166667,253,188.904,3374.4408,0,2025-Jun-09 12:39:53,0.111201286
Rider-383,15:02:27,52.03033333,7.3605,253,188.904,3379.3176,0,2025-Jun-09 12:39:53,0.110783577
Rider-384,15:02:28,52.03016667,7.359833333,253,188.904,3384.4992,0,2025-Jun-09 12:39:53,0.110459328
Rider-385,15:02:29,52.03,7.359,253,188.904,3389.376,0,2025-Jun-09 12:39:53,0.111234903
Rider-386,15:02:30,52.02983333,7.358333333,253,188.904,3394.5576,0,2025-Jun-09 12:39:53,0.110572338
Rider-387,15:02:31,52.02966667,7.3575,253,188.904,3399.4344,0,2025-Jun-09 12:39:53,0.110443592
Rider-388,15:02:32,52.02966667,7.356833333,253,188.904,3404.3112,0,2025-Jun-09 12:39:53,0.111236811
Rider-389,15:02:33,52.0295,7.356166667,253,187.052,3409.4928,0,2025-Jun-09 12:39:54,0.110675097
Rider-390,15:02:34,52.02933333,7.355333333,253,187.052,3414.3696,0,2025-Jun-09 12:39:54,0.111712933
Rider-391,15:02:35,52.02916667,7.354666667,253,187.052,3418.332,0,2025-Jun-09 12:39:54,0.110309362
Rider-392,15:02:36,52.029,7.353833333,253,187.052,3423.5136,0,2025-Jun-09 12:39:54,0.110848665
Rider-393,15:02:38,52.029,7.353166667,253,187.052,3428.3904,0,2025-Jun-09 12:39:54,0.111516714
Rider-394,15:02:38,52.02883333,7.3525,253,187.052,3433.572,0,2025-Jun-09 12:39:54,0
Rider-395,15:02:39,52.02866667,7.351666667,253,187.052,3438.4488,0,2025-Jun-09 12:39:55,1.126113653
Rider-396,15:02:40,52.0285,7.351,253,187.052,3443.3256,0,2025-Jun-09 12:39:55,0.111523628
Rider-397,15:02:41,52.02833333,7.350166667,253,187.052,3447.288,0,2025-Jun-09 12:39:55,0.11137557
Rider-398,15:02:42,52.02833333,7.3495,253,187.052,3452.4696,0,2025-Jun-09 12:39:55,0.111322165
Rider-399,15:02:44,52.02816667,7.348833333,253,187.052,3457.3464,0,2025-Jun-09 12:39:56,0.110568285
Rider-400,15:02:44,52.028,7.348,253,187.052,3462.528,0,2025-Jun-09 12:39:56,0.110365629
Rider-401,15:02:45,52.02783333,7.347333333,253,185.2,3467.4048,0,2025-Jun-09 12:39:56,0.111019135
Rider-402,15:02:46,52.02783333,7.346666667,253,185.2,3472.5864,0,2025-Jun-09 12:39:56,0.110078335
Rider-403,15:02:47,52.02766667,7.345833333,253,185.2,3476.5488,0,2025-Jun-09 12:39:56,0.110686779
Rider-404,15:02:48,52.0275,7.345166667,253,185.2,3481.4256,0,2025-Jun-09 12:39:56,0.110146523
Rider-405,15:02:49,52.02733333,7.3445,253,185.2,3486.3024,0,2025-Jun-09 12:39:56,0.110520363
Rider-406,15:02:50,52.02716667,7.343666667,253,185.2,3491.484,0,2025-Jun-09 12:39:56,0.110488892
Rider-407,15:02:51,52.02716667,7.343,253,185.2,3496.3608,0,2025-Jun-09 12:39:56,0.110762835
Rider-408,15:02:53,52.027,7.342333333,253,185.2,3500.3232,0,2025-Jun-09 12:39:57,0.110837698
Rider-409,15:02:54,52.02683333,7.3415,253,183.348,3505.5048,0,2025-Jun-09 12:39:57,0.110821009
Rider-410,15:02:54,52.02666667,7.340833333,253,183.348,3510.3816,0,2025-Jun-09 12:39:57,0.1110425
Rider-411,15:02:56,52.02666667,7.340166667,253,183.348,3515.5632,0,2025-Jun-09 12:39:57,0.11084795
Rider-412,15:02:56,52.0265,7.339333333,253,183.348,3520.44,0,2025-Jun-09 12:39:57,0.110542536
Rider-413,15:02:57,52.02633333,7.338666667,253,185.2,3525.3168,0,2025-Jun-09 12:39:57,0.111459017
Rider-414,15:02:59,52.02616667,7.338,253,185.2,3530.4984,0,2025-Jun-09 12:39:57,0.110798597
Rider-415,15:03:00,52.02616667,7.337166667,253,185.2,3535.3752,0,2025-Jun-09 12:39:57,0.111798525
Rider-416,15:03:01,52.026,7.3365,253,185.2,3540.5568,0,2025-Jun-09 12:39:57,0.11178875
Rider-417,15:03:02,52.02583333,7.335833333,253,185.2,3545.4336,0,2025-Jun-09 12:39:58,0.110407591
Rider-418,15:03:03,52.02566667,7.335,253,185.2,3550.3104,0,2025-Jun-09 12:39:58,0.110457659
Rider-419,15:03:03,52.0255,7.334333333,253,185.2,3555.492,0,2025-Jun-09 12:39:58,0.111067772
Rider-420,15:03:04,52.0255,7.333666667,253,185.2,3560.3688,0,2025-Jun-09 12:39:58,0
Rider-421,15:03:06,52.02533333,7.332833333,253,187.052,3565.5504,0,2025-Jun-09 12:39:59,1.126195431
Rider-422,15:03:06,52.02516667,7.332166667,253,187.052,3570.4272,0,2025-Jun-09 12:39:59,0.111411572
Rider-423,15:03:07,52.025,7.3315,253,187.052,3575.304,0,2025-Jun-09 12:39:59,0.110841751
Rider-424,15:03:08,52.02483333,7.330666667,253,187.052,3580.4856,0,2025-Jun-09 12:39:59,0.111274958
Rider-425,15:03:09,52.02466667,7.33,253,187.052,3585.3624,0,2025-Jun-09 12:39:59,0.111202717
Rider-426,15:03:10,52.02466667,7.329166667,253,187.052,3590.544,0,2025-Jun-09 12:39:59,0.110304117
Rider-427,15:03:12,52.0245,7.3285,253,187.052,3594.5064,0,2025-Jun-09 12:40:00,0.110836744
Rider-428,15:03:13,52.02433333,7.327833333,253,187.052,3599.3832,0,2025-Jun-09 12:40:00,0.111660004
Rider-429,15:03:14,52.02416667,7.327,253,188.904,3604.5648,0,2025-Jun-09 12:40:00,0.110392094
Rider-430,15:03:15,52.024,7.326333333,253,188.904,3609.4416,0,2025-Jun-09 12:40:00,0.110609531
Rider-431,15:03:16,52.024,7.3255,253,188.904,3615.5376,0,2025-Jun-09 12:40:00,0.111352682
Rider-432,15:03:17,52.02383333,7.324833333,253,188.904,3620.4144,0,2025-Jun-09 12:40:00,0.110204935
Rider-433,15:03:18,52.02366667,7.324166667,253,188.904,3625.596,0,2025-Jun-09 12:40:00,0.110919714
Rider-434,15:03:18,52.0235,7.323333333,253,188.904,3630.4728,0,2025-Jun-09 12:40:00,0.111391068
Rider-435,15:03:19,52.02333333,7.322666667,253,188.904,3635.3496,0,2025-Jun-09 12:40:00,0.111300468
Rider-436,15:03:20,52.02333333,7.322,253,188.904,3640.5312,0,2025-Jun-09 12:40:01,0.111303568
Rider-437,15:03:22,52.02316667,7.321166667,253,188.904,3645.408,0,2025-Jun-09 12:40:01,0.110976458
Rider-438,15:03:22,52.023,7.3205,253,188.904,3650.5896,0,2025-Jun-09 12:40:01,0.112864017
Rider-439,15:03:24,52.02283333,7.319666667,253,188.904,3654.552,0,2025-Jun-09 12:40:01,0.109385252
Rider-440,15:03:25,52.02266667,7.319,253,188.904,3659.4288,0,2025-Jun-09 12:40:01,0.110175133
Rider-441,15:03:26,52.0225,7.318166667,253,188.904,3664.6104,0,2025-Jun-09 12:40:01,0.109804153
Rider-442,15:03:27,52.0225,7.3175,253,188.904,3669.4872,0,2025-Jun-09 12:40:01,0.110592365
Rider-443,15:03:28,52.02233333,7.316833333,253,188.904,3674.364,0,2025-Jun-09 12:40:01,0.110560179
Rider-444,15:03:28,52.02216667,7.316,253,188.904,3679.5456,0,2025-Jun-09 12:40:01,0.111210823
Rider-445,15:03:30,52.022,7.315333333,253,188.904,3684.4224,0,2025-Jun-09 12:40:02,0.110640049
Rider-446,15:03:30,52.02183333,7.3145,253,188.904,3689.604,0,2025-Jun-09 12:40:02,0
Rider-447,15:03:31,52.02183333,7.313833333,253,188.904,3693.5664,0,2025-Jun-09 12:40:03,1.124546051
Rider-448,15:03:32,52.02166667,7.313166667,253,188.904,3698.4432,0,2025-Jun-09 12:40:03,0.110668421
Rider-449,15:03:33,52.0215,7.312333333,253,188.904,3703.32,0,2025-Jun-09 12:40:03,0.111130714
Rider-450,15:03:35,52.02133333,7.311666667,253,188.904,3708.5016,0,2025-Jun-09 12:40:03,0.11012125
Rider-451,15:03:35,52.02116667,7.310833333,253,188.904,3713.3784,0,2025-Jun-09 12:40:03,0.11096096
Rider-452,15:03:37,52.02116667,7.310166667,253,188.904,3718.56,0,2025-Jun-09 12:40:03,0.109163046
Rider-453,15:03:38,52.021,7.3095,253,188.904,3723.4368,0,2025-Jun-09 12:40:03,0.111479521
Rider-454,15:03:39,52.02083333,7.308666667,253,187.052,3728.6184,0,2025-Jun-09 12:40:03,0.110848665
Rider-455,15:03:40,52.02066667,7.308,253,187.052,3733.4952,0,2025-Jun-09 12:40:04,0.110646963
Rider-456,15:03:40,52.0205,7.307166667,253,187.052,3738.372,0,2025-Jun-09 12:40:04,0.108842611
Rider-457,15:03:42,52.0205,7.3065,253,187.052,3743.5536,0,2025-Jun-09 12:40:04,0.115860701
Rider-458,15:03:42,52.02033333,7.305833333,254,187.052,3747.516,0,2025-Jun-09 12:40:04,0.107155323
Rider-459,15:03:43,52.02016667,7.305,254,187.052,3752.3928,0,2025-Jun-09 12:40:04,0.113098621
Rider-460,15:03:44,52.02,7.304333333,254,187.052,3757.5744,0,2025-Jun-09 12:40:04,0.108180523
Rider-461,15:03:45,52.02,7.3035,254,187.052,3762.4512,0,2025-Jun-09 12:40:04,0.110398531
Rider-462,15:03:46,52.01983333,7.302833333,254,187.052,3766.4136,0,2025-Jun-09 12:40:04,0.114971399
Rider-463,15:03:47,52.01966667,7.302166667,254,187.052,3771.5952,0,2025-Jun-09 12:40:04,0.104099989
Rider-464,15:03:48,52.0195,7.301333333,254,187.052,3776.472,0,2025-Jun-09 12:40:05,0.110510111
Rider-465,15:03:49,52.0195,7.300666667,254,187.052,3781.3488,0,2025-Jun-09 12:40:05,0.110727072
Rider-466,15:03:50,52.01933333,7.3,254,185.2,3786.5304,0,2025-Jun-09 12:40:05,0.110773802
Rider-467,15:03:51,52.01916667,7.299166667,254,185.2,3790.4928,0,2025-Jun-09 12:40:05,0.109794855
Rider-468,15:03:53,52.019,7.2985,254,185.2,3795.3696,0,2025-Jun-09 12:40:05,0.110025406
Rider-469,15:03:53,52.019,7.297666667,254,185.2,3800.5512,0,2025-Jun-09 12:40:05,0.110490084
Rider-470,15:03:54,52.01883333,7.297,254,185.2,3805.428,0,2025-Jun-09 12:40:05,0.110531092
Rider-471,15:03:55,52.01866667,7.296333333,254,185.2,3809.3904,0,2025-Jun-09 12:40:05,0.110980034
Rider-472,15:03:56,52.0185,7.2955,254,185.2,3814.572,0,2025-Jun-09 12:40:05,0
Rider-473,15:03:58,52.0185,7.294833333,254,185.2,3818.5344,0,2025-Jun-09 12:40:06,1.125865936
Rider-474,15:03:58,52.01833333,7.294166667,254,185.2,3823.4112,0,2025-Jun-09 12:40:07,0.111099958
Rider-475,15:03:59,52.01816667,7.293333333,254,185.2,3827.3736,0,2025-Jun-09 12:40:07,0.111042261
Rider-476,15:04:00,52.018,7.292666667,254,183.348,3832.5552,0,2025-Jun-09 12:40:07,0.111469269
Rider-477,15:04:01,52.018,7.292,254,183.348,3837.432,0,2025-Jun-09 12:40:07,0.110409975
Rider-478,15:04:02,52.01783333,7.291166667,254,183.348,3841.3944,0,2025-Jun-09 12:40:07,0.111057281
Rider-479,15:04:03,52.01766667,7.2905,254,183.348,3846.576,0,2025-Jun-09 12:40:07,0.111653805
Rider-480,15:04:04,52.0175,7.289833333,254,183.348,3851.4528,0,2025-Jun-09 12:40:07,0.111418247
Rider-481,15:04:05,52.0175,7.289166667,254,183.348,3856.6344,0,2025-Jun-09 12:40:07,0.111932755
Rider-482,15:04:06,52.01733333,7.288333333,254,181.496,3860.5968,0,2025-Jun-09 12:40:07,0.110531807
Rider-483,15:04:07,52.01716667,7.287666667,254,181.496,3865.4736,0,2025-Jun-09 12:40:08,0.110331535
Rider-484,15:04:08,52.017,7.287,254,181.496,3870.3504,0,2025-Jun-09 12:40:08,0.111614466
Rider-485,15:04:09,52.017,7.286166667,254,181.496,3874.6176,0,2025-Jun-09 12:40:08,0.110940933
Rider-486,15:04:10,52.01683333,7.2855,254,181.496,3879.4944,0,2025-Jun-09 12:40:08,0.110363007
Rider-487,15:04:11,52.01666667,7.284833333,254,179.644,3883.4568,0,2025-Jun-09 12:40:08,0.109829426
Rider-488,15:04:12,52.01666667,7.284166667,254,179.644,3888.6384,0,2025-Jun-09 12:40:08,0.10987854
Rider-489,15:04:13,52.0165,7.283333333,254,179.644,3892.6008,0,2025-Jun-09 12:40:08,0.110269785
Rider-490,15:04:14,52.01633333,7.282666667,254,179.644,3897.4776,0,2025-Jun-09 12:40:08,0.11123848
Rider-491,15:04:15,52.01616667,7.282,254,179.644,3902.3544,0,2025-Jun-09 12:40:08,0.110441446
Rider-492,15:04:16,52.01616667,7.281333333,254,177.792,3906.6216,0,2025-Jun-09 12:40:09,0.110338449
Rider-493,15:04:17,52.016,7.280666667,254,177.792,3911.4984,0,2025-Jun-09 12:40:09,0.111022472
Rider-494,15:04:18,52.01583333,7.28,254,177.792,3916.3752,0,2025-Jun-09 12:40:09,0.110768557
Rider-495,15:04:19,52.01566667,7.279166667,254,177.792,3920.6424,0,2025-Jun-09 12:40:09,0.109971285
Rider-496,15:04:20,52.01566667,7.2785,254,175.94,3925.5192,0,2025-Jun-09 12:40:09,0.110796213
Rider-497,15:04:22,52.0155,7.277833333,254,175.94,3930.396,0,2025-Jun-09 12:40:09,0.111046314
Rider-498,15:04:22,52.01533333,7.277166667,254,175.94,3935.5776,0,2025-Jun-09 12:40:09,0
Rider-499,15:04:23,52.01533333,7.2765,254,174.088,3940.4544,0,2025-Jun-09 12:40:10,1.120247841
Rider-500,15:04:24,52.01516667,7.275833333,254,174.088,3945.636,0,2025-Jun-09 12:40:10,0.111638546
Rider-501,15:04:25,52.015,7.275166667,254,174.088,3949.5984,0,2025-Jun-09 12:40:10,0.109730959
Rider-502,15:04:26,52.015,7.2745,254,172.236,3954.4752,0,2025-Jun-09 12:40:11,0.110532761
Rider-503,15:04:27,52.01483333,7.273833333,254,172.236,3959.352,0,2025-Jun-09 12:40:11,0.110373259
Rider-504,15:04:28,52.01466667,7.273166667,254,172.236,3964.5336,0,2025-Jun-09 12:40:11,0.110387802
Rider-505,15:04:29,52.0145,7.272333333,254,170.384,3969.4104,0,2025-Jun-09 12:40:11,0.110606432
Rider-506,15:04:30,52.0145,7.271666667,254,170.384,3974.592,0,2025-Jun-09 12:40:11,0.111386538
Rider-507,15:04:31,52.01433333,7.271,254,170.384,3979.4688,0,2025-Jun-09 12:40:11,0.110845327
Rider-508,15:04:32,52.01416667,7.270333333,254,170.384,3984.6504,0,2025-Jun-09 12:40:11,0.111057758
Rider-509,15:04:33,52.01416667,7.269666667,254,168.532,3989.5272,0,2025-Jun-09 12:40:11,0.111292601
Rider-510,15:04:34,52.014,7.269166667,254,168.532,3994.404,0,2025-Jun-09 12:40:11,0.111108065
Rider-511,15:04:35,52.01383333,7.2685,254,168.532,3999.5856,0,2025-Jun-09 12:40:12,0.111444473
Rider-512,15:04:36,52.01383333,7.267833333,254,168.532,4004.4624,0,2025-Jun-09 12:40:12,0.111764431
Rider-513,15:04:37,52.01366667,7.267166667,254,166.68,4008.4248,0,2025-Jun-09 12:40:12,0.111211538
Rider-514,15:04:38,52.0135,7.2665,254,166.68,4013.6064,0,2025-Jun-09 12:40:12,0.111167908
Rider-515,15:04:39,52.0135,7.265833333,254,166.68,4018.4832,0,2025-Jun-09 12:40:12,0.110990763
Rider-516,15:04:40,52.01333333,7.265166667,254,166.68,4022.4456,0,2025-Jun-09 12:40:12,0.111020803
Rider-517,15:04:41,52.01316667,7.2645,254,164.828,4027.6272,0,2025-Jun-09 12:40:12,0.111035347
Rider-518,15:04:42,52.01316667,7.263833333,254,164.828,4031.5896,0,2025-Jun-09 12:40:12,0.111297846
Rider-519,15:04:43,52.013,7.263166667,255,164.828,4036.4664,0,2025-Jun-09 12:40:12,0.111626625
Rider-520,15:04:44,52.013,7.2625,255,164.828,4040.4288,0,2025-Jun-09 12:40:13,0.110720158
Rider-521,15:04:45,52.01283333,7.261833333,255,164.828,4045.6104,0,2025-Jun-09 12:40:13,0.110580444
Rider-522,15:04:46,52.01266667,7.261333333,255,164.828,4049.5728,0,2025-Jun-09 12:40:13,0.111266136
Rider-523,15:04:47,52.01266667,7.260666667,255,162.976,4053.5352,0,2025-Jun-09 12:40:13,0.110593796
Rider-524,15:04:48,52.0125,7.26,255,162.976,4058.412,0,2025-Jun-09 12:40:13,0
Rider-525,15:04:50,52.01233333,7.259333333,255,162.976,4062.3744,0,2025-Jun-09 12:40:14,1.125380993
Rider-526,15:04:50,52.01233333,7.258666667,255,162.976,4066.6416,0,2025-Jun-09 12:40:14,0.110325575
Rider-527,15:04:51,52.01216667,7.258,255,162.976,4070.604,0,2025-Jun-09 12:40:14,0.112395763
Rider-528,15:04:52,52.01216667,7.257333333,255,162.976,4074.5664,0,2025-Jun-09 12:40:14,0.112139463
Rider-529,15:04:53,52.012,7.256833333,255,162.976,4078.5288,0,2025-Jun-09 12:40:14,0.111893654
Rider-530,15:04:54,52.01183333,7.256166667,255,162.976,4082.4912,0,2025-Jun-09 12:40:15,0.112122297
Rider-531,15:04:55,52.01183333,7.2555,255,162.976,4086.4536,0,2025-Jun-09 12:40:15,0.111330748
Rider-532,15:04:56,52.01166667,7.254833333,256,162.976,4090.416,0,2025-Jun-09 12:40:15,0.111247063
Rider-533,15:04:57,52.01166667,7.254166667,256,162.976,4094.3784,0,2025-Jun-09 12:40:15,0.111009359
Rider-534,15:04:58,52.0115,7.2535,256,162.976,4098.6456,0,2025-Jun-09 12:40:15,0.111060381
Rider-535,15:05:00,52.01133333,7.253,256,162.976,4102.608,0,2025-Jun-09 12:40:15,0.11102581
Rider-536,15:05:00,52.01133333,7.252333333,256,162.976,4106.5704,0,2025-Jun-09 12:40:15,0.11059761
Rider-537,15:05:01,52.01116667,7.251666667,256,164.828,4111.4472,0,2025-Jun-09 12:40:15,0.110283136
Rider-538,15:05:02,52.01116667,7.251,256,164.828,4115.4096,0,2025-Jun-09 12:40:15,0.110414982
Rider-539,15:05:03,52.011,7.250333333,256,164.828,4119.372,0,2025-Jun-09 12:40:16,0.111854553
Rider-540,15:05:04,52.01083333,7.249666667,256,164.828,4124.5536,0,2025-Jun-09 12:40:16,0.111815214
Rider-541,15:05:06,52.01083333,7.249,256,166.68,4128.516,0,2025-Jun-09 12:40:16,0.11139822
Rider-542,15:05:06,52.01066667,7.248333333,256,166.68,4132.4784,0,2025-Jun-09 12:40:16,0.111665487
Rider-543,15:05:07,52.01066667,7.247666667,256,166.68,4136.4408,0,2025-Jun-09 12:40:16,0.111685514
Rider-544,15:05:08,52.0105,7.247,256,166.68,4141.6224,0,2025-Jun-09 12:40:16,0.110792637
Rider-545,15:05:10,52.0105,7.246333333,256,166.68,4145.5848,0,2025-Jun-09 12:40:16,0.111208439
Rider-546,15:05:10,52.01033333,7.245666667,256,168.532,4149.5472,0,2025-Jun-09 12:40:16,0.111115217
Rider-547,15:05:11,52.01016667,7.245,256,168.532,4153.5096,0,2025-Jun-09 12:40:16,0.109761715
Rider-548,15:05:12,52.01016667,7.244333333,256,168.532,4158.3864,0,2025-Jun-09 12:40:17,0.111010313
Rider-549,15:05:13,52.01,7.243666667,255,168.532,4162.6536,0,2025-Jun-09 12:40:17,0.111028433
Rider-550,15:05:14,52.00983333,7.243,255,168.532,4166.616,0,2025-Jun-09 12:40:17,0
Rider-551,15:05:15,52.00983333,7.242333333,255,168.532,4170.5784,0,2025-Jun-09 12:40:18,1.115316391
Rider-552,15:05:16,52.00966667,7.241666667,255,170.384,4175.4552,0,2025-Jun-09 12:40:18,0.111069441
Rider-553,15:05:17,52.00966667,7.241,255,170.384,4179.4176,0,2025-Jun-09 12:40:18,0.111031771
Rider-554,15:05:18,52.0095,7.240333333,255,170.384,4183.38,0,2025-Jun-09 12:40:18,0.112112284
Rider-555,15:05:19,52.00933333,7.239666667,255,170.384,4187.6472,0,2025-Jun-09 12:40:18,0.111566782
Rider-556,15:05:20,52.00933333,7.239,255,170.384,4192.524,0,2025-Jun-09 12:40:18,0.111977339
Rider-557,15:05:21,52.00916667,7.238333333,255,170.384,4196.4864,0,2025-Jun-09 12:40:18,0.111018181
Rider-558,15:05:22,52.009,7.237666667,255,170.384,4200.4488,0,2025-Jun-09 12:40:19,0.111479759
Rider-559,15:05:23,52.009,7.237,255,172.236,4204.4112,0,2025-Jun-09 12:40:19,0.110915899
Rider-560,15:05:24,52.00883333,7.236333333,255,172.236,4209.5928,0,2025-Jun-09 12:40:19,0.111245632
Rider-561,15:05:25,52.00866667,7.235666667,255,172.236,4213.5552,0,2025-Jun-09 12:40:19,0.11169982
Rider-562,15:05:27,52.00866667,7.235,255,172.236,4217.5176,0,2025-Jun-09 12:40:19,0.111390829
Rider-563,15:05:27,52.0085,7.234333333,255,172.236,4221.48,0,2025-Jun-09 12:40:19,0.112430334
Rider-564,15:05:29,52.00833333,7.233666667,255,172.236,4225.4424,0,2025-Jun-09 12:40:19,0.110670328
Rider-565,15:05:29,52.00833333,7.233,255,172.236,4229.4048,0,2025-Jun-09 12:40:19,0.111445427
Rider-566,15:05:30,52.00816667,7.232333333,255,172.236,4234.5864,0,2025-Jun-09 12:40:19,0.111220598
Rider-567,15:05:31,52.008,7.231666667,255,174.088,4238.5488,0,2025-Jun-09 12:40:20,0.110834122
Rider-568,15:05:32,52.008,7.231,255,174.088,4242.5112,0,2025-Jun-09 12:40:20,0.111419916
Rider-569,15:05:33,52.00783333,7.230166667,255,174.088,4246.4736,0,2025-Jun-09 12:40:20,0.111201048
Rider-570,15:05:35,52.00766667,7.2295,255,174.088,4250.436,0,2025-Jun-09 12:40:20,0.111260176
Rider-571,15:05:35,52.00766667,7.228833333,255,174.088,4254.3984,0,2025-Jun-09 12:40:20,0.111030102
Rider-572,15:05:36,52.0075,7.228166667,255,174.088,4258.6656,0,2025-Jun-09 12:40:20,0.111749411
Rider-573,15:05:37,52.00733333,7.2275,255,174.088,4261.4088,0,2025-Jun-09 12:40:20,0.111577272
Rider-574,15:05:38,52.00733333,7.226833333,255,174.088,4265.676,0,2025-Jun-09 12:40:20,0.111067295
Rider-575,15:05:39,52.00716667,7.226166667,255,174.088,4269.6384,0,2025-Jun-09 12:40:20,0.111929893
Rider-576,15:05:40,52.007,7.2255,255,175.94,4273.6008,0,2025-Jun-09 12:40:20,0
Rider-577,15:05:41,52.007,7.224833333,255,175.94,4277.5632,0,2025-Jun-09 12:40:22,1.126378775
Rider-578,15:05:42,52.00683333,7.224,255,175.94,4281.5256,0,2025-Jun-09 12:40:22,0.110357761
Rider-579,15:05:43,52.00666667,7.223333333,255,175.94,4284.5736,0,2025-Jun-09 12:40:22,0.111751556
Rider-580,15:05:44,52.00666667,7.222666667,254,175.94,4288.536,0,2025-Jun-09 12:40:22,0.110914946
Rider-581,15:05:45,52.0065,7.222,254,175.94,4292.4984,0,2025-Jun-09 12:40:22,0.111659288
Rider-582,15:05:46,52.00633333,7.221333333,254,175.94,4296.4608,0,2025-Jun-09 12:40:22,0.111416817
Rider-583,15:05:47,52.00633333,7.220666667,254,175.94,4299.5088,0,2025-Jun-09 12:40:22,0.111416101
Rider-584,15:05:48,52.00616667,7.219833333,254,177.792,4303.4712,0,2025-Jun-09 12:40:22,0.110991478
Rider-585,15:05:49,52.006,7.219166667,254,177.792,4307.4336,0,2025-Jun-09 12:40:23,0.110952616
Rider-586,15:05:50,52.006,7.2185,254,177.792,4311.396,0,2025-Jun-09 12:40:23,0.110668182
